"Consumer Price Index - Average Price Data","","","","","","","","","","","","",""
"Original Data Value","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"Series Id:","APU0000711412","","","","","","","","","","","",""
"Area:","U.S. city average","","","","","","","","","","","",""
"Item:","Lemons, per lb. (453.6 gm)","","","","","","","","","","","",""
"Years:","2004 to 2014","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"2004.0","1.166","1.167","1.14","1.148","1.172","1.178","1.247","1.418","1.47","1.38","1.173","1.159",""
"2005.0","1.143","1.334","1.307","1.35","1.405","1.455","1.481","1.537","1.485","1.465","1.459","1.509",""
"2006.0","1.435","1.399","1.419","1.384","1.451","1.441","1.438","1.54","1.65","1.775","1.754","1.662",""
"2007.0","1.71","1.948","1.845","1.791","1.751","1.766","1.765","1.796","1.819","2.015","2.029","2.048",""
"2008.0","2.025","1.951","1.919","1.968","2.004","2.157","2.143","2.184","2.179","2.095","1.826","1.616",""
"2009.0","1.541","1.433","1.342","1.39","1.392","1.445","1.59","1.584","1.664","1.634","1.625","1.6",""
"2010.0","1.626","1.586","1.561","1.58","1.594","1.597","1.672","1.664","1.719","1.757","1.654","1.601",""
"2011.0","1.651","1.67","1.6","1.544","1.472","1.465","1.554","1.626","1.682","1.598","1.57","1.536",""
"2012.0","1.466","1.485","1.474","1.517","1.596","1.626","1.622","1.678","1.615","1.604","1.557","1.534",""
"2013.0","1.557","1.415","1.402","1.416","1.566","1.553","1.597","1.714","1.726","1.728","1.675","1.632",""
"2014.0","1.687","1.667","1.71","1.743","1.818","1.867","2.078","2.327","","","","",""
